id	frequency	en	pos	es	nl
5383	1047	associate	n	asociar	associëren
5384	1046	ruin	n	ruina	ruïneren
5385	1046	jointly	adv	conjuntamente	gezamenlijk
5386	1046	drill	v	perforar	boren
5387	1044	photograph	v	fotografía	fotograaf
5388	1044	devoted	a	devoto	gewijd
5389	1043	indirectly	adv	indirectamente	indirect
5390	1043	driving	a	conducción	het rijden
5391	1042	memorandum	n	memorándum	memorandum
5392	1042	default	n	defecto	standaard
5393	1042	costume	n	disfraz	kostuum
5394	1041	variant	n	variante	variant
5395	1041	shatter	v	romper	breken
5396	1041	methodology	n	metodología	methodologie
5397	1041	frame	v	marco	montuur
5398	1041	allegedly	adv	pretendidamente	naar verluidt
5399	1040	swell	v	hinchar	zwellen
5400	1040	investigator	n	investigador	onderzoeker
5401	1040	imaginative	a	imaginativo	fantasierijke
5402	1040	bored	a	aburrido	verveeld
5403	1040	bin	n	compartimiento	bak
5404	1040	awake	a	despierto	wakker
5405	1039	recycle	v	reciclar	recycleren
5406	1039	group	v	grupo	groep
5407	1038	enjoyment	n	disfrute	genot
5408	1038	contemporary	n	contemporáneo	tijdgenoot
5409	1037	texture	n	textura	structuur
5410	1037	donor	n	donante	schenker
5411	1037	bacon	n	tocino	spek
5412	1036	sunny	a	soleado	zonnig
5413	1036	stool	n	taburete	stoel
5414	1036	prosecute	v	enjuiciar	vervolgen
5415	1036	commentary	n	comentario	commentaar
5416	1036	bass	n	bajo	bas
5417	1035	theirs	pron	suyo	van hen
5418	1035	sniff	v	oler	snuiven
5419	1035	repetition	n	repetición	herhaling
5420	1035	eventual	a	eventual	eventueel
5421	1035	credit	v	crédito	credit
5422	1034	suburb	n	suburbio	voorstad
5423	1034	organisational	a	organizativo	organisatorisch
5424	1034	newcomer	n	recién llegado	nieuweling
5425	1033	romance	n	romance	romance
5426	1033	film	v	película	film
5427	1033	experiment	v	experimentar	experiment
5428	1033	daylight	n	luz	daglicht
5429	1032	warrant	n	orden	bevelschrift
5430	1032	fur	n	pelaje	vacht
5431	1031	parking	n	estacionamiento	parkeren
5432	1031	nuisance	n	molestia	overlast
5433	1031	civilian	a	civil	civiel
5434	1030	foolish	a	tonto	dwaas
5435	1030	bulb	n	bulbo	lamp
5436	1030	balloon	n	globo	ballon
5437	1029	vivid	a	vívido	levendig
5438	1029	surveyor	n	topógrafo	landmeter
5439	1029	spontaneous	a	espontáneo	spontaan
5440	1029	biology	n	biología	biologie
5441	1027	injunction	n	mandato	bevel
5442	1027	appalling	a	pésimo	verschrikkelijk
5443	1027	amusement	n	diversión	amusement
5444	1027	aesthetic	a	estético	aesthetisch
5445	1026	vegetation	n	vegetación	vegetatie
5446	1026	stab	v	puñalada	steken
5447	1026	rude	a	grosero	onbeleefd
5448	1026	offset	v	compensar	compenseren
5449	1025	thinking	n	pensando	het denken
5450	1025	mainframe	n	ordenador central	grote computer
5451	1025	flock	n	rebaño	kudde
5452	1025	amateur	a	aficionado	amateur
5453	1025	academy	n	academia	academie
5454	1024	shilling	n	chelín	shilling
5455	1024	reluctance	n	reluctancia	tegenzin
5456	1023	velocity	n	velocidad	snelheid
5457	1023	spare	v	de repuesto	Reserve
5458	1022	wartime	n	tiempo de guerra	oorlogstijd
5459	1022	soak	v	empapar	weken
5460	1022	rib	n	costilla	rib
5461	1022	mighty	a	poderoso	machtig
5462	1021	shocked	a	conmocionado	geschokt
5463	1020	vocational	a	profesional	beroeps-
5464	1020	spit	v	escupir	spit
5465	1020	gall	n	hiel	gal
5466	1020	bowl	v	cuenco	kom
5467	1019	prescription	n	prescripción	voorschrift
5468	1019	fever	n	fiebre	koorts
5469	1019	axis	n	eje	as
5470	1018	reservoir	n	depósito	reservoir
5471	1018	magnitude	n	magnitud	omvang
5472	1017	rape	v	violación	verkrachting
5473	1017	cutting	n	corte	snijdend
5474	1017	bracket	n	soporte	haakje
5475	1017	agony	n	agonía	doodsangst
5476	1016	strive	v	esforzarse	zich inspannen
5477	1016	strangely	adv	extrañamente	vreemd
5478	1016	pledge	v	promesa	belofte
5479	1015	recipient	n	recipiente	ontvanger
5480	1015	moor	n	Páramo	Moor
5481	1015	invade	v	invadir	binnenvallen
5482	1015	dairy	n	lechería	zuivel
5483	1015	chord	n	acorde	akkoord
5484	1014	shrink	v	encogimiento	krimpen
5485	1014	poison	n	veneno	vergiftigen
5486	1014	pillar	n	pilar	pijler
5487	1013	washing	n	Lavado	het wassen
5488	1013	warrior	n	guerrero	krijger
5489	1013	supervisor	n	supervisor	leidinggevende
5490	1013	outfit	n	equipar	kleding
5491	1013	innovative	a	innovador	innovatief
5492	1013	dressing	n	vistiendo	dressing
5493	1013	dispute	v	disputa	geschil
5494	1012	jungle	n	selva	oerwoud
5495	1012	brewery	n	cervecería	brouwerij
5496	1012	adjective	n	adjetivo	bijvoeglijk naamwoord
5497	1011	straighten	v	enderezar	strekken
5498	1011	restrain	v	contener	in bedwang houden
5499	1011	monarchy	n	monarquía	monarchie
5500	1009	trunk	n	el maletero	romp
5501	1009	herd	n	manada	kudde-
5502	1008	deadline	n	fecha tope	deadline
5503	1007	tiger	n	Tigre	tijger
5504	1007	supporting	a	secundario	ondersteunen
5505	1007	moderate	a	moderar	matig
5506	1007	kneel	v	arrodillarse	knielen
5507	1007	ego	n	ego	ego
5508	1006	sexually	adv	sexualmente	seksueel
5509	1006	ministerial	a	ministerial	ministerieel
5510	1006	bitch	n	perra	teef
5511	1005	wheat	n	trigo	tarwe
5512	1005	stagger	v	tambalear	wankelen
5513	1005	snake	n	serpiente	slang
5514	1005	ribbon	n	cinta	lint
5515	1004	mainland	n	continente	vasteland
5516	1004	fisherman	n	pescador	visser
5517	1004	economically	adv	económicamente	economisch
5518	1003	unwilling	a	reacio	onwillig
5519	1003	nationalism	n	nacionalismo	nationalisme
5520	1003	knitting	n	tejido de punto	breiwerk
5521	1003	irony	n	ironía	ironie
5522	1003	handling	n	manejo	behandeling
5523	1003	desired	a	deseado	gewenste
5524	1003	bomber	n	bombardeo	bommenwerper
5525	1002	voltage	n	voltaje	Spanning
5526	1002	unusually	adv	extraordinariamente	ongewoon
5527	1002	toast	n	brindis	geroosterd brood
5528	1001	feel	n	sensación	voelen
5529	1000	suffering	n	sufrimiento	lijden
5530	1000	polish	v	polaco	Pools
5531	999	technically	adv	técnicamente	technisch gezien
5532	999	meaningful	a	significativo	belangrijk
5533	999	aloud	adv	en voz alta	hardop
5534	998	waiter	n	camarero	ober
5535	998	tease	v	molestar	plagen
5536	998	opposite	adv	opuesto	tegenover
5537	998	goat	n	cabra	geit
5538	998	conceptual	a	conceptual	conceptuele
5539	998	ant	n	hormiga	mier
5540	997	inflict	v	infligir	toebrengen
5541	997	bowler	n	jugador de bolos	bowler
5542	996	roar	v	rugido	brullen
5543	996	drain	n	desagüe	draineren
5544	995	wrong	n	incorrecto	fout
5545	995	galaxy	n	galaxia	melkweg
5546	995	aluminium	n	aluminio	aluminium
5547	994	receptor	n	receptor	receptor
5548	994	preach	v	predicar	prediken
5549	994	parade	n	desfile	parade
5550	994	opposite	n	opuesto	tegenover
5551	994	critique	n	crítica	critiek
5552	993	query	n	consulta	vraag
5553	992	outset	n	comienzo	begin
5554	992	integral	a	integral	integraal
5555	992	grammatical	a	gramático	grammaticaal
5556	991	testing	n	pruebas	testing
5557	991	patrol	n	patrulla	patrouille
5558	991	pad	n	almohadilla	stootkussen
5559	990	unreasonable	a	irrazonable	onredelijk
5560	990	sausage	n	salchicha	worst
5561	990	criminal	n	criminal	crimineel
5562	990	constructive	a	constructivo	constructief
5563	989	worldwide	a	en todo el mundo	wereldwijd
5564	989	highlight	n	realce	hoogtepunt
5565	989	doll	n	muñeca	pop
5566	988	frightened	a	asustado	bang
5567	988	biography	n	biografía	biografie
5568	987	vocabulary	n	vocabulario	woordenschat
5569	987	offend	v	ofender	beledigen
5570	987	accumulation	n	acumulación	ophoping
5571	986	linen	n	lino	linnen
5572	986	fairy	n	hada	fee
5573	986	disco	n	disco	disco
5574	985	hint	v	insinuación	wenk
5575	984	versus	prep	versus	versus
5576	984	ray	n	rayo	straal
5577	984	pottery	n	cerámica	pottenbakkerij
5578	984	immune	a	inmune	immuun
5579	983	retreat	n	retirada	terugtrekken
5580	983	master	v	dominar	meester
5581	983	injured	a	lesionado	gewond
5582	983	holly	n	acebo	hulst
5583	983	battle	v	batalla	strijd
5584	982	solidarity	n	solidaridad	solidariteit
5585	982	embarrassing	a	embarazoso	gênant
5586	982	cargo	n	carga	lading
5587	981	theorist	n	teórico	theoreticus
5588	981	reluctantly	adv	de mala gana	met tegenzin
5589	981	preferred	a	privilegiado	voorkeur
5590	981	dash	v	guión	scheutje
5591	980	total	v	total	totaal
5592	980	reconcile	v	conciliar	verzoenen
5593	980	drill	n	perforar	boren
5594	980	credibility	n	credibilidad	geloofwaardigheid
5595	980	copyright	n	derechos de autor	auteursrechten
5596	980	beard	n	barba	baard
5597	980	bang	n	explosión	knal
5598	979	vigorous	a	vigoroso	krachtig
5599	979	vaguely	adv	vagamente	vaag
5600	979	punch	v	puñetazo	stempel
5601	979	prevalence	n	predominio	overwicht
5602	978	uneasy	a	difícil	ongemakkelijk
5603	978	boost	n	aumentar	boost
5604	977	scrap	n	chatarra	vodje
5605	977	ironically	adv	irónicamente	ironisch
5606	977	fog	n	niebla	mist
5607	977	faithful	a	fiel	getrouw
5608	977	bounce	v	rebotar	stuiteren
5609	977	batch	n	lote	partij
5610	976	smooth	v	suave	glad
5611	976	sleeping	a	dormido	slapen
5612	976	poorly	adv	mal	slecht
5613	976	accord	v	acuerdo	overeenstemming
5614	975	vice-president	n	vicepresidente	onderdirecteur
5615	975	duly	adv	debidamente	behoorlijk
5616	975	blast	n	explosión	ontploffing
5617	974	square	v	cuadrado	plein
5618	974	prohibit	v	prohibir	verbieden
5619	974	brake	n	freno	rem
5620	974	asylum	n	asilo	asiel
5621	973	obscure	v	oscuro	obscuur
5622	973	nun	n	monja	non
5623	973	heap	n	montón	hoop
5624	972	smoothly	adv	suavemente	glad
5625	972	rhetoric	n	retórica	retoriek
5626	972	privileged	a	privilegiado	bevoorrecht
5627	972	liaison	n	enlace	liaison
5628	972	jockey	n	jockey	jockey
5629	972	concrete	n	hormigón	beton
5630	972	allied	a	aliado	geallieerd
5631	971	rob	v	robar	beroven
5632	971	indulge	v	complacer	verwennen
5633	971	except	prep	excepto	behalve
5634	971	distort	v	distorsionar	verdraaien
5635	970	whatsoever	det	lo que	wat
5636	970	viable	a	viable	rendabel
5637	970	nucleus	n	núcleo	kern
5638	970	exaggerate	v	exagerar	overdrijven
5639	970	compact	n	compacto	compact
5640	969	nationality	n	nacionalidad	nationaliteit
5641	969	direct	adv	directo	direct
5642	969	cast	n	emitir	gegoten
5643	969	altar	n	altar	altaar
5644	968	refuge	n	refugio	toevlucht
5645	968	presently	adv	ahora	dadelijk
5646	968	mandatory	a	obligatorio	verplicht
5647	968	authorise	v	autorizar	toestemming geven
5648	968	accomplish	v	realizar	bereiken
5649	967	startle	v	asustar	doen schrikken
5650	967	indigenous	a	indígena	inheems
5651	966	worse	adv	peor	erger
5652	966	retailer	n	detallista	kleinhandelaar
5653	966	compound	v	compuesto	samenstelling
5654	966	admiration	n	admiración	bewondering
5655	966	absurd	a	absurdo	absurd
5656	965	coincidence	n	coincidencia	toeval
5657	964	principally	adv	principalmente	hoofdzakelijk
5658	964	passport	n	pasaporte	paspoort
5659	964	depot	n	deposito	depot
5660	963	soften	v	ablandar	verzachten
5661	963	secretion	n	secreción	afscheiding
5662	963	invoke	v	invocar	beroep doen op
5663	963	dirt	n	suciedad	vuil
5664	962	scared	a	asustado	bang
5665	962	mug	n	jarra	mok
5666	962	convenience	n	conveniencia	gemak
5667	962	calm	n	calma	kalmte
5668	961	optional	a	Opcional	facultatief
5669	960	unsuccessful	a	fracasado	mislukt
5670	960	consistency	n	consistencia	consistentie
5671	959	umbrella	n	paraguas	paraplu
5672	959	solo	n	solo	solo
5673	959	hemisphere	n	hemisferio	halfrond
5674	959	extreme	n	extremo	extreem
5675	959	brandy	n	Brandy	brandewijn
5676	959	belly	n	vientre	buik
5677	959	attachment	n	adjunto archivo	gehechtheid
5678	958	wash	n	lavar	wassen
5679	958	uncover	v	descubrir	ontdekken
5680	958	treat	n	tratar	traktatie
5681	958	repeated	a	repetido	herhaald
5682	958	pine	n	pino	pijnboom
5683	958	offspring	n	descendencia	nakomelingen
5684	958	communism	n	comunismo	communisme
5685	957	nominate	v	nombrar	benoemen
5686	956	soar	v	remontarse	opstijgen
5687	956	geological	a	geológico	geologisch
5688	956	frog	n	rana	kikker
5689	956	donate	v	donar	schenken
5690	956	co-operative	a	cooperativa	coöperatief
5691	955	nicely	adv	bien	aardig
5692	955	innocence	n	inocencia	onschuld
5693	955	housewife	n	ama de casa	huisvrouw
5694	955	disguise	v	disfraz	vermomming
5695	955	demolish	v	demoler	slopen
5696	955	counsel	n	consejo	raad
5697	955	cord	n	cable	koord
5698	954	semi-final	n	semifinal	halve finale
5699	954	reasoning	n	razonamiento	redenering
5700	954	litre	n	litro	liter
5701	954	inclined	a	inclinado	geneigd zijn
5702	953	evoke	v	evocar	oproepen
5703	953	courtyard	n	patio	binnenplaats
5704	952	arena	n	arena	arena
5705	951	simplicity	n	sencillez	eenvoud
5706	951	inhibition	n	inhibición	remming
5707	951	frozen	a	congelado	bevroren
5708	950	vacuum	n	vacío	vacuüm
5709	950	immigrant	n	inmigrante	immigrant
5710	950	bet	n	apuesta	inzet
5711	949	revenge	n	venganza	wraak
5712	949	jail	v	cárcel	gevangenis
5713	949	helmet	n	casco	helm
5714	948	unclear	a	poco claro	niet helder
5715	948	jerk	v	imbécil	ruk
5716	948	disruption	n	ruptura	ontwrichting
5717	948	attainment	n	logro	bereiking
5718	947	sip	v	sorbo	nippen
5719	947	program	v	programa	programma
5720	947	lunchtime	n	hora de comer	lunchtijd
5721	947	cult	n	culto	cultus
5722	947	chat	n	charla	babbelen
5723	947	accord	n	acuerdo	overeenstemming
5724	946	supposedly	adv	según cabe suponer	vermoedelijk
5725	946	offering	n	ofrecimiento	offer
5726	946	broadcast	n	emisión	uitzending
5727	945	secular	a	secular	wereldlijk
5728	945	overwhelm	v	abrumar	overweldigen
5729	945	momentum	n	impulso	stuwkracht
5730	945	infinite	a	infinito	eindeloos
5731	944	manipulation	n	manipulación	manipulatie
5732	944	inquest	n	encuesta	onderzoek
5733	944	decrease	n	disminución	kleiner worden
5734	944	cellar	n	bodega	kelder
5735	943	counsellor	n	consejero	raadgever
5736	943	avenue	n	avenida	Laan
5737	942	rubber	a	caucho	rubber
5738	942	labourer	n	obrero	arbeider
5739	942	lab	n	laboratorio	laboratorium
5740	942	damn	v	Maldita sea	vloek
5741	942	comfortably	adv	cómodamente	aangenaam
5742	941	tense	a	tiempo	gespannen
5743	941	socket	n	enchufe	stopcontact
5744	941	par	n	par	par
5745	940	thrust	n	empuje	stoot
5746	940	scenario	n	guión	scenario
5747	940	frankly	adv	francamente	rondweg
5748	939	slap	v	bofetada	klap
5749	939	recreation	n	recreación	recreatie
5750	939	rank	v	rango	rang
5751	938	spy	n	espiar	spion
5752	938	filter	v	filtrar	filter
5753	938	clearance	n	despeje	opruiming
5754	938	blessing	n	bendición	zegen
5755	937	embryo	n	embrión	embryo-
5756	936	varied	a	variado	afwisselend
5757	936	predictable	a	previsible	voorspelbaar
5758	936	mutation	n	mutación	mutatie
5759	936	equal	v	igual	Gelijk
5760	936	can	v	poder	kan
5761	936	burst	n	ráfaga	uitbarsting
5762	935	retrieve	v	recuperar	terugvinden
5763	935	elder	n	mayor	ouderling
5764	934	rehearsal	n	ensayo	repetitie
5765	933	optical	a	óptico	optisch
5766	932	hurry	n	prisa	haast je
5767	932	conflict	v	conflicto	conflict
5768	932	combat	v	combate	gevecht
5769	932	absorption	n	absorción	absorptie
5770	931	ion	n	ion	ion
5771	930	wrong	adv	incorrecto	fout
5772	930	heroin	n	heroína	heroïne
5773	930	bake	v	hornear	bakken
5774	929	x-ray	n	radiografía	röntgenstraal
5775	929	vector	n	vector	vector
5776	929	stolen	a	robado	gestolen
5777	929	sacrifice	v	sacrificio	offer
5778	929	robbery	n	robo	diefstal
5779	929	probe	v	sonda	sonde
5780	929	organizational	a	organizativo	organisatorisch
5781	929	chalk	n	tiza	krijt
5782	929	bourgeois	a	burgués	burgerlijk
5783	928	villager	n	aldeano	dorpeling
5784	928	morale	n	moral	moreel
5785	928	express	a	exprimir	uitdrukken
5786	928	climb	n	escalada	beklimmen
5787	927	notify	v	notificar	verwittigen
5788	927	jam	n	mermelada	jam
5789	927	bureaucratic	a	burocrático	bureaucratisch
5790	926	literacy	n	alfabetismo	geletterdheid
5791	926	frustrate	v	frustrar	frustreren
5792	925	freight	n	carga	vracht
5793	925	clearing	n	claro	opheldering
5794	925	aviation	n	aviación	luchtvaart
5795	924	legislature	n	legislatura	wetgevende macht
5796	924	curiously	adv	curiosamente	nieuwsgierig
5797	924	banana	n	plátano	banaan
5798	923	deploy	v	desplegar	inzetten
5799	922	passionate	a	apasionado	hartstochtelijk
5800	922	monastery	n	monasterio	klooster
5801	922	kettle	n	tetera	waterkoker
5802	922	enjoyable	a	agradable	aangenaam
5803	922	diagnose	v	diagnosticar	diagnostiseren
5804	921	quantitative	a	cuantitativo	kwantitatief
5805	921	distortion	n	distorsión	vervorming
5806	920	monarch	n	monarca	monarch
5807	920	kindly	adv	amablemente	vriendelijk
5808	920	glow	v	brillo	gloed
5809	920	acquaintance	n	conocido	kennis
5810	919	unexpectedly	adv	inesperadamente	onverwacht
5811	919	handy	a	práctico	handig
5812	919	deprivation	n	privación	beroving
5813	919	attacker	n	agresor	aanvaller
5814	919	assault	v	asalto	aanval
5815	918	screening	n	cribado	doorlichting
5816	918	retired	a	retirado	gepensioneerd
5817	918	quick	adv	rápido	snel
5818	918	portable	a	portátil	portable
5819	918	hostage	n	rehén	gijzelaar
5820	917	underneath	prep	debajo	onder
5821	917	jealous	a	celoso	jaloers
5822	916	proportional	a	proporcional	proportioneel
5823	916	gown	n	vestido	japon
5824	916	chimney	n	tubo de lámpara	schoorsteen
5825	916	bleak	a	desolado	guur
5826	915	seasonal	a	estacional	seizoensgebonden
5827	915	plasma	n	plasma	plasma
5828	914	stunning	a	maravilloso	stunning
5829	914	spray	n	rociar	verstuiven
5830	914	referral	n	remisión	doorverwijzing
5831	914	promptly	adv	prontamente	prompt
5832	914	fluctuation	n	fluctuación	schommeling
5833	914	decorative	a	decorativo	decoratief
5834	913	unrest	n	disturbios	onrust
5835	913	resent	v	resentirse de	aanstoot nemen
5836	913	plaster	n	yeso	gips
5837	913	chew	v	masticar	kauwen
5838	912	grouping	n	agrupamiento	groepering
5839	912	gospel	n	evangelio	Evangelie
5840	912	distributor	n	distribuidor	verdeler
5841	912	differentiation	n	diferenciación	differentiatie
5842	912	blonde	a	rubia	blond
5843	912	aquarium	n	acuario	aquarium
5844	911	witch	n	bruja	heks
5845	911	renewed	a	renovado	vernieuwd
5846	911	jar	n	tarro	pot
5847	911	approved	a	aprobado	aangenomen
5848	911	advocate	n	abogado	pleiten voor
5849	910	worrying	a	preocupante	zorgwekkend
5850	910	minimise	v	minimizar	verkleinen
5851	910	footstep	n	paso	voetstap
5852	909	delete	v	borrar	verwijderen
5853	908	underneath	adv	debajo	onder
5854	908	lone	a	solitario	eenzaam
5855	908	level	v	nivel	niveau
5856	908	exceptionally	adv	excepcionalmente	buitengewoon
5857	908	drift	n	deriva	drift
5858	907	spider	n	araña	spin
5859	907	hectare	n	hectárea	hectare
5860	907	colonel	n	coronel	kolonel
5861	906	swimming	n	nadando	zwemmen
5862	906	realism	n	realismo	realisme
5863	906	insider	n	persona enterada	insider
5864	906	hobby	n	Hobby	hobby
5865	906	computing	n	informática	gegevensverwerking
5866	905	infrastructure	n	infraestructura	infrastructuur
5867	904	co-operate	v	cooperar	Did you mean: 'cooperate'
5868	904	burn	n	quemar	brandwond
5869	903	cereal	n	cereal	cornflakes
5870	902	fold	n	doblez	vouwen
5871	902	compromise	v	compromiso	compromis
5872	902	boxing	n	boxeo	boksen
5873	901	rear	v	posterior	achterkant
5874	901	lick	v	lamer	likken
5875	901	constrain	v	constreñir	beperken
5876	901	clerical	a	clerical	klerikaal
5877	900	hire	n	alquiler	huren
5878	900	contend	v	contender	beweren
5879	900	amateur	n	aficionado	amateur
5880	899	instrumental	a	instrumental	instrumentaal
5881	898	terminal	a	terminal	terminal
5882	898	electorate	n	electorado	keurvorstendom
5883	898	congratulate	v	felicitar	feliciteren
5884	898	balanced	a	equilibrado	evenwichtige
5885	897	manufacturing	n	fabricación	fabricage
5886	896	split	n	división	spleet
5887	896	domination	n	dominación	overheersing
5888	896	blink	v	parpadeo	knipperen
5889	896	bleed	v	sangrar	bloeden
5890	895	unlawful	a	ilegal	onwettig
5891	895	precedent	n	precedente	precedent
5892	895	notorious	a	notorio	berucht
5893	895	indoor	a	interior	binnen-
5894	894	upgrade	v	mejorar	upgrade
5895	893	trench	n	zanja	loopgraaf
